corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,relation
NEWS,train315,316,0,cause_our_data_0_0316,"The debate over how to alleviate those shortages has intensified in recent years, pitching advocates of privatization programs against those who say water is a public good and that its collection and distribution should remain in the public sector.","[""The debate over how to alleviate those shortages has <ARG0>intensified</ARG0> in recent years, <ARG1>pitching</ARG1> advocates of privatization programs against those who say water is a public good and that its collection and distribution should remain in the public sector.""]",1,cause
cnc,train_09_A_83,779,0,cnc_train_09_A_83_779_0,"PUBLISHED : Friday , 30 January , 2009 , 12:00am Abode seekers demand action | South China Morning Post Donald Tsang More than 100 abode seekers and their parents yesterday marched to the government headquarters in Central and held a candle-light vigil to mark the 10th anniversary of a court ruling that allowed thousands of them to stay in the city .","['PUBLISHED : Friday , 30 January , 2009 , 12:00am Abode seekers demand action | South China Morning Post Donald Tsang <ARG1>More than 100 abode seekers and their parents yesterday marched to the government headquarters in Central and held a candle-light vigil</ARG1> <ARG0><SIG0>to</SIG0> mark the 10th anniversary of a court ruling that allowed thousands of them to stay in the city</ARG0> .']",1,cause
cnc,train_04_103,2231,0,cnc_train_04_103_2231_0,The protest meeting was preceded by a rally from Town Hall to the Deputy Commissioner ’ s office .,[],0,0
cnc,train_06_122,2990,0,cnc_train_06_122_2990_0,He said there is no chance of ending the strike as the state government did not invite them for talks .,['He said <ARG1>there is no chance of ending the strike</ARG1> <SIG0>as</SIG0> <ARG0>the state government did not invite them for talks</ARG0> .'],1,cause
cnc,train_02_116,398,0,cnc_train_02_116_398_0,Police apparently fired teargas and rubber bullets after students barricaded the main entrance .,['<ARG1>Police apparently fired teargas and rubber bullets</ARG1> after <ARG0>students barricaded the main entrance</ARG0> .'],1,cause
cnc,train_02_215,951,0,cnc_train_02_215_951_0,"An intelligence source says the killing of seven policemen in Karnatakas Pavagada  the Kudremukh forest region in the state is Naxalite country  was courtesy a party from Anantapur , Andhra Pradesh .",[],0,0
cnc,train_02_78,2380,0,cnc_train_02_78_2380_0,Hazare offers to apologise to Sharad Pawar 24th November 2011 11:24 PM RALEGAN SIDDHI : Anna Hazare Thursday offered to apologise to union Agriculture Minister Sharad Pawar over his comment on an attack on the Nationalist Congress Party leader in Delhi .,['Hazare offers to apologise to Sharad Pawar 24th November 2011 11:24 PM RALEGAN SIDDHI : <ARG1>Anna Hazare Thursday offered to apologise to union Agriculture Minister Sharad Pawar</ARG1> <SIG0>over</SIG0> <ARG0>his comment on an attack on the Nationalist Congress Party leader in Delhi</ARG0> .'],1,cause
GPT3,train1430,1431,0,intend_GPT_0_01431,The United Nations passed a resolution to promote the rights of children and ensure their access to basic services.,"[""The United Nations <ARG0>passed</ARG0> a resolution to promote the rights of children and <ARG1>ensure</ARG1> their access to basic services.""]",1,intend
NEWS,train193,194,0,cause_our_data_0_0194,The latest period includes gains of $9.1 million from early retirement of debt and tax loss carry-forward.,"[""The latest period includes <ARG1>gains</ARG1> of $9.1 million from early <ARG0>retirement</ARG0> of debt and tax loss carry-forward.""]",1,cause
cnc,train_01_34,2540,0,cnc_train_01_34_2540_0,"The demonstrations pose a real problem , not just for the British but for others too .",[],0,0
cnc,train_08_19,77,0,cnc_train_08_19_77_0,PM condemns ' dastardly ' attack on Congress workers in Chhattisgarh,[],0,0
cnc,train_04_137,705,0,cnc_train_04_137_705_0,"Activists including civil society groups , artists and students went on a ‘ funeral march of the planet ’ , through MG Road , where they played musical instruments and sang songs .",[],0,0
GPT3,train3,4,0,enable_GPT_0_04,"Canada's largest department store operator said the rights offering will entitle holders of its ordinary shares, except residents in the U.S. and Britain, to subscribe for two additional shares for every five shares held at a price of C$25 a share.","[""Canadas largest department store operator said the rights <ARG0>offering</ARG0> will entitle holders of its ordinary shares, except residents in the U.S. and Britain, to <ARG1>subscribe</ARG1> for two additional shares for every five shares held at a price of C$25 a share.""]",1,enable
GPT3,train588,589,0,prevent_GPT_0_0589,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from supporting terrorist activities.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Somalia in an effort to prevent the country from supporting <ARG1>Terrorist activities</ARG1>.""]",1,prevent
cnc,train_04_293,2594,0,cnc_train_04_293_2594_0,"They sent a letter to university management making it clear that they were committed to negotiations , but found the university 's invitation to talks lacked clarity , Hlatshwayo said .",[],0,0
NEWS,train149,150,0,cause_our_data_0_0150,"In the past two months the nation's 88 junk funds have lost a total of about $6 billion -- more than 15% of assets -- through sales or transfers of junk-fund shares, Dalbar says. ","[""In the past two months the nations 88 junk funds have <ARG1>lost</ARG1> a total of about $6 billion -- more than 15% of assets -- through sales or <ARG0>transfers</ARG0> of junk-fund shares, Dalbar says.""]",1,cause
GPT3,train324,325,0,enable_GPT_0_0325,The World Bank has launched a new initiative to promote economic development in developing countries.,"[""The World Bank has launched a new <ARG0>initiative</ARG0> to <ARG1>promote</ARG1> economic development in developing countries.""]",1,enable
cnc,train_10_177,250,0,cnc_train_10_177_250_0,"- Indian Express Express News Service , Express News Service : Mumbai , Thu Dec 18 2008 , 23:43 hrs Slum dwellers residing on the land allocated for the construction of a depot , which is part of the Charkop-Bandra-Mankhurd Metro Rail project , on Wednesday protested Mumbai Regional Development Authority 's ( MMRDA ) move after its officials visited the site for surveying the plot of land .","[""- Indian Express Express News Service , Express News Service : Mumbai , Thu Dec 18 2008 , 23:43 hrs <ARG1>Slum dwellers residing on the land allocated for the construction of a depot , which is part of the Charkop-Bandra-Mankhurd Metro Rail project , on Wednesday protested Mumbai Regional Development Authority 's ( MMRDA ) move</ARG1> after <ARG0>its officials visited the site for surveying the plot of land</ARG0> .""]",1,cause
cnc,train_05_83,1602,0,cnc_train_05_83_1602_0,The Pathankot incident too exposed how far the malignant cancer of corruption has spread .,['<ARG0>The Pathankot incident</ARG0> <ARG1>too exposed how far the malignant cancer of corruption has spread</ARG1> .'],1,cause
cnc,train_04_59,2446,0,cnc_train_04_59_2446_0,"Four-time MP Yadav was arrested in 1999 and convicted for the murder and sentenced to life imprisonment Feb 14 , 2008 .","['<ARG1>Four-time MP Yadav was arrested in 1999 and convicted</ARG1> <SIG0>for</SIG0> <ARG0>the murder</ARG0> and sentenced to life imprisonment Feb 14 , 2008 .', 'Four-time MP Yadav was arrested in 1999 and convicted for <ARG0>the murder</ARG0> <ARG1>and sentenced to life imprisonment Feb 14 , 2008</ARG1> .']",2,cause
cnc,train_10_6,791,0,cnc_train_10_6_791_0,"TAMIL NADU Activists support Medha Patkar 's cause April 08 , 2006 00:00 IST SOLIDARITY : Activists in Chennai staging fast on Friday in support of Narmada Bachao Andolan leader Medha Patkar 's agitation .","[""TAMIL NADU Activists support Medha Patkar 's cause April 08 , 2006 00:00 IST SOLIDARITY : <ARG1>Activists in Chennai staging fast on Friday</ARG1> <SIG0>in support of</SIG0> <ARG0>Narmada Bachao Andolan leader Medha Patkar 's agitation</ARG0> .""]",1,cause
cnc,train_06_234,930,0,cnc_train_06_234_930_0,The assailants stabbed him on his face with a stone .,[],0,0
cnc,train_07_321,3256,0,cnc_train_07_321_3256_0,"5 percent wage increase for our striking staff remains on the table , '' she said .",[],0,0
cnc,train_02_39,29,0,cnc_train_02_39_29_0,"Following the telecast of the baseless story linking Reliance with the death of YSR , Reliance outlets across the state were targeted .","['<SIG0>Following</SIG0> <ARG0>the telecast of the baseless story linking Reliance with the death of YSR</ARG0> , <ARG1>Reliance outlets across the state were targeted</ARG1> .']",1,cause
cnc,train_04_76,1891,0,cnc_train_04_76_1891_0,"Several persons , including children and women , were attacked ; the cops reportedly misbehaved with the women .",[],0,0
cnc,train_09_A_116,2591,0,cnc_train_09_A_116_2591_0,"Marchers handed a memorandum to safety and security MEC Playfair Morule , and finance MEC Tate Makgoe .",[],0,0
GPT3,train560,561,0,prevent_GPT_0_0561,The government has implemented a series of measures to protect citizens from identity theft.,"[""The government has implemented a series of <ARG0>measures</ARG0> to protect citizens from <ARG1>Identity theft</ARG1>.""]",1,prevent
cnc,train_02_80,1012,0,cnc_train_02_80_1012_0,"Clarifying his stand , Hazare said that he was addressing a group of people when he received a note about the attack on Pawar .",[],0,0
cnc,train_07_195,105,0,cnc_train_07_195_105_0,"In the 1980s , there was a series of student protests in China , culminating in the Tiananmen demonstrations of 1989 , when not just students but city dwellers all across the country joined the rallies .",[],0,0
GPT3,train325,326,0,enable_GPT_0_0326,The African Union has adopted a resolution to promote peace and security in the region.,"[""The African Union has adopted a <ARG0>resolution</ARG0> to <ARG1>promote</ARG1> peace and security in the region.""]",1,enable
cnc,train_10_155,1789,0,cnc_train_10_155_1789_0,"Authorities have accused Tohti of playing a role in inciting numerous violent incidents , including a “ terror attack ” near the desert city Kashgar last spring which killed 21 people , and an attack on a police station in Lukqun , a nearby town of 30,000 people , that left dozens of people dead last June .","['Authorities have accused Tohti of playing a role in inciting numerous violent incidents , including <ARG0>a “ terror attack ” near the desert city Kashgar last spring</ARG0> <ARG1>which <SIG0>killed</SIG0> 21 people</ARG1> , and an attack on a police station in Lukqun , a nearby town of 30,000 people , that left dozens of people dead last June .', 'Authorities have accused Tohti of playing a role in inciting numerous violent incidents , including a “ terror attack ” near the desert city Kashgar last spring which killed 21 people , and <ARG0>an attack on a police station in Lukqun , a nearby town of 30,000 people</ARG0> , <SIG0>that left</SIG0> <ARG1>dozens of people dead last June</ARG1> .']",2,cause
cnc,train_08_298,294,0,cnc_train_08_298_294_0,""" Rebels opened fire on the IAF chopper when it tried to land in a conflict zone in Sukma district to rescue a few troopers who had received gunshots in an encounter .","['"" <ARG1>Rebels opened fire on the IAF chopper</ARG1> when <ARG0>it tried to land in a conflict zone in Sukma district</ARG0> to rescue a few troopers who had received gunshots in an encounter .', '"" Rebels opened fire on the IAF chopper when <ARG1>it tried to land in a conflict zone in Sukma district</ARG1> <ARG0><SIG0>to</SIG0> rescue a few troopers who had received gunshots in an encounter</ARG0> .']",2,cause
