context,triplets,label
"Eating a healthy breakfast every morning
helps
maintain energy levels throughout the day",<triplet> Eating a healthy breakfast every morning <subj> maintain energy levels throughout the day <obj> enable,enable
 As long as there is gas in the tank   allows   the car can run,<triplet>  As long as there is gas in the tank <subj>  the car can run <obj> enable,enable
 itches badly cause The person breaks their skin by itching too much.,<triplet>  itches badly <subj> The person breaks their skin by itching too much. <obj> cause,cause
meets  for the time show them who is boss,<triplet>  meets  for the time <subj> show them who is boss <obj> no_relation,no_relation
 always told  intend them to stop talking,<triplet>  always told  <subj> them to stop talking <obj> intend,intend
gives  a right to race away in their car,<triplet>  gives  a right <subj> to race away in their car <obj> no_relation,no_relation
Closing windows during strong winds prevents damage to property and injury to people,<triplet> Closing windows during strong winds <subj> damage to property and injury to people <obj> prevent,prevent
Routinely inspecting bridges precludes potentially catastrophic collapses due to aging structures,<triplet> Routinely inspecting bridges <subj> potentially catastrophic collapses due to aging structures <obj> prevent,prevent
 uses  language intend to communicate with person y,<triplet>  uses  language <subj> to communicate with person y <obj> intend,intend
 raises  to support intend to donate money,<triplet>  raises to support <subj> to donate money <obj> intend,intend
provides with regard avoid debt,<triplet>  provides with regard <subj> avoid debt <obj> no_relation,no_relation
gets grounded you will solve the problem,<triplet>  gets grounded <subj> you will solve the problem <obj> no_relation,no_relation
purchases tickets take a rest,<triplet>  purchases tickets <subj> take a rest <obj> no_relation,no_relation
gives  education to close the case,<triplet>  gives  education <subj> to close the case <obj> no_relation,no_relation
"Once the computer
has started,
it will allow us to access the internet.",<triplet> Once the computer <subj> it will allow us to access the internet. <obj> enable,enable
drives as fast to talk more,<triplet>  drives as fast <subj> to talk more <obj> no_relation,no_relation
 calls  back inside intend to relax,<triplet>  calls back inside <subj> to relax <obj> intend,intend
"The sun is shining brightly in the sky
enabling
we enjoy a picnic outside.",<triplet> The sun is shining brightly in the sky <subj> we enjoy a picnic outside. <obj> enable,enable
"After boiling the water, to go to sleep","<triplet> After boiling the water, <subj> to go to sleep <obj> no_relation",no_relation
 writes about  intend to talk about what Person X has written,<triplet>  writes about  <subj> to talk about what Person X has written <obj> intend,intend
 becomes very successful intend to compete against ,<triplet>  becomes very successful <subj> to compete against  <obj> intend,intend
"tries to bite sexually transmitted infections (STIs) such as HIV, chlamydia, or gonorrhea.","<triplet>  tries to bite  <subj> sexually transmitted infections (STIs) such as HIV, chlamydia, or gonorrhea. <obj> no_relation",no_relation
If the traffic light is will now know the way.,<triplet> If the traffic light is <subj>  will now know the way. <obj> no_relation,no_relation
 takes a few days intend Finish project,<triplet>  takes a few days <subj> Finish project <obj> intend,intend
 talks  out of it intend hold  back.,<triplet>  talks  out of it <subj> hold  back. <obj> intend,intend
 feels very lonely cause calls a friend,<triplet>  feels very lonely <subj> calls a friend <obj> cause,cause
 shoves  away intend to defend themselves,<triplet>  shoves  away <subj> to defend themselves <obj> intend,intend
Using a seatbelt when driving Gets killed,<triplet> Using a seatbelt when driving <subj> Gets killed <obj> no_relation,no_relation
