,pred,gt,texts
102,"('neither', 'cause', 'insult')","('Pakistan neither took action against guilty despite protest of our government nor return the head of our soldier', 'cause', 'Welcoming Pakistans PM would be the insult of the martyrdom of our soldiers')",""" Welcoming Pakistans PM would be the insult of the martyrdom of our soldiers because Pakistan neither took action against guilty despite protest of our government nor return the head of our soldier so I boycotted his visit, "" the Dargah's spiritual head said yesterday."
103,"('neither', 'cause', 'insult')","('protest of our government', 'cause', 'Pakistan neither took action against guilty')",""" Welcoming Pakistans PM would be the insult of the martyrdom of our soldiers because Pakistan neither took action against guilty despite protest of our government nor return the head of our soldier so I boycotted his visit, "" the Dargah's spiritual head said yesterday."
104,"('neither', 'cause', 'insult')","('Welcoming Pakistans PM would be the insult of the martyrdom of our soldiers', 'cause', 'so I boycotted his visit')",""" Welcoming Pakistans PM would be the insult of the martyrdom of our soldiers because Pakistan neither took action against guilty despite protest of our government nor return the head of our soldier so I boycotted his visit, "" the Dargah's spiritual head said yesterday."
105,"('Nido Taniam', 'date of death', '01st February 2014')","('being beaten up at a market area in Lajpar Nagar here', 'cause', 'Nido Taniam, son of Arunachal Pradesh Congress legislator Nido Pavitra died on Thursday')","NE Youth's Death Sparks Protest 01st February 2014 09:23 AM Nido Taniam, son of Arunachal Pradesh Congress legislator Nido Pavitra died on Thursday allegedly after being beaten up at a market area in Lajpar Nagar here."
106,"('used', 'cause', 'fired')","('disperse protesting residents of Bethanie outside Brits on Monday', 'cause', 'Police used rubber bullets')","Police fired rubber bullets to disperse protesting Bethanie residents, NWest ANA Reporter BRITS, September 3 ( ANA ) - Police used rubber bullets to disperse protesting residents of Bethanie outside Brits on Monday."
107,"('Blow up', 'prevent', 'Camping')","('to prevent security personnel from camping there', 'cause', ""Maoists blew up a panchayat office building and a godown in's Malkangiri district early on Sunday"")","Maoists blow up panchayat office, godown - Indian Express Agencies, Agencies : Malkangiri ( Orissa ), Sun May 30 2010, 13:37 hrs Maoists blew up a panchayat office building and a godown in's Malkangiri district early on Sunday in an apparent bid to prevent security personnel from camping there."
108,"('unfurling', 'cause', 'insulted')","('unfurling a separate flag', 'cause', 'the supporters of a separate Vidarbha have insulted the tricolour and the Constitution')","By unfurling a separate flag, the supporters of a separate Vidarbha have insulted the tricolour and the Constitution, "" it said."
109,"('Suneelam', '0', 'agitation')","(""the farmers'agitation was completely peaceful"", 'cause', 'and had provided no provocation to the police to open fire on them')","Meanwhile, Suneelam again claimed that the farmers'agitation was completely peaceful and had provided no provocation to the police to open fire on them."
110,"('protests', 'prevent', 'abuse')","('against parallel trading in the New Territories and Tsim Sha Tsui', 'cause', 'there have been protests organised')","Hong Kong must not become a breeding ground for hate Susan Chan denounces the abuse perpetrated by radical protest groups PUBLISHED : Monday, 16 March, 2015, 2:13pm In recent weeks, there have been protests organised against parallel trading in the New Territories and Tsim Sha Tsui."
111,"('took', 'cause', 'spilled')","('another group took on its rivals near Keshari Talkies', 'cause', 'This membership drive issue spilled over to the streets')",This membership drive issue spilled over to the streets as another group took on its rivals near Keshari Talkies.
112,"('worked', 'cause', 'step up')","('step up security arrangements all over the city', 'cause', 'city policemen worked overtime')","Soon after the heat and dust of the twin blasts settled, city policemen worked overtime to step up security arrangements all over the city and schools were among the most important establishments under the scanner."
113,"('rally', 'enable', 'protest')","('it may be the last time that we are going to have a peaceful and lawful protest in Hong Kong', 'cause', 'we are asking people to come out')","So we are asking people to come out because it may be the last time that we are going to have a peaceful and lawful protest in Hong Kong, ” said one of the organisers of the rally."
114,"('made', 'cause', 'catching')","('made', 'cause', 'catching')","Female Facebookers started catching on this week as a message made its rounds through the inboxes of the social media network."""
115,"('shutdown', 'prevent', 'Jammu')","('against the incident', 'cause', 'There was a shutdown in various towns in Jammu regions')",There was a shutdown in various towns in Jammu regions against the incident.
116,"('climbeddown', 'cause', 'listened')","('a series of protests that have rocked her city', 'cause', 'have taught her that she needs to listen better to the youth and people in general')","Lam – who has kept out of the public eye since her climbdown and has record low approval ratings – struck a conciliatory note Monday at the ceremony marking the handover, saying a series of protests that have rocked her city have taught her that she needs to listen better to the youth and people in general."
117,"('join', 'cause', 'hampers')","('saying that it hampers progress', 'cause', 'Truckers in Bihar have refused to join the strike')","Truckers in Bihar have refused to join the strike, saying that it hampers progress."
118,"('placed', 'intend', 'causing')","('the National Security Act in December', 'cause', 'two persons, who placed a cement slab on the railway track between Poovanur and Ulundurpet railway stations in Villupuram district with an intention of causing mass destruction to the train and passengers, were detained')","Thereafter, two persons, who placed a cement slab on the railway track between Poovanur and Ulundurpet railway stations in Villupuram district with an intention of causing mass destruction to the train and passengers, were detained under the National Security Act in December."
119,"('placed', 'intend', 'causing')","('an intention of causing mass destruction to the train and passengers', 'cause', 'two persons, who placed a cement slab on the railway track between Poovanur and Ulundurpet railway stations in Villupuram district')","Thereafter, two persons, who placed a cement slab on the railway track between Poovanur and Ulundurpet railway stations in Villupuram district with an intention of causing mass destruction to the train and passengers, were detained under the National Security Act in December."
120,"('attacks', 'cause', 'staged')","('two deadly attacks in which more than a dozen people were slain', 'cause', 'Since last Thursday mass anti-terror parades involving thousands of heavily armed troops have been staged in three of Xinjiang ’ s most important cities')",Since last Thursday mass anti-terror parades involving thousands of heavily armed troops have been staged in three of Xinjiang ’ s most important cities following two deadly attacks in which more than a dozen people were slain.
