,pred,gt,texts
95,"('Delhi bomb blasts', 'point in time', '12th September 2011')","('countries', 'prevent', 'vaccine')","Several EU countries have restricted the use of AstraZeneca's vaccine to older people, typically over 55 or 60."
96,"('Protests were held across Andhra Pradesh', 'located in the administrative territorial entity', 'Andhra Pradesh')","('deployed', 'cause', 'confirmed')","Another 16 members of the Brazilian-led peacekeeping force deployed in Haiti are confirmed dead, U.N. Secretary-General Ban Ki-moon said Wednesday night -- three Jordanian police officers, one Argentinean and one Chadian police officer, and 11 Brazilian peacekeepers."
97,"('Odisha Non-Gazetted Forest Service Association', 'significant event', 'indefinite strike')","('the insurgent outfit', 'cause', 'Another AR personnel was killed in Kohima on May 6')","Another AR personnel was killed in Kohima on May 6 by the insurgent outfit, while four personnel of the para-military force were injured in an attack by the group at Kohima in April."
98,"('Odisha Non-Gazetted Forest Service Association', 'significant event', 'indefinite strike')","('an attack by the group at Kohima in April', 'cause', 'four personnel of the para-military force were injured')","Another AR personnel was killed in Kohima on May 6 by the insurgent outfit, while four personnel of the para-military force were injured in an attack by the group at Kohima in April."
99,"('sanitation workers', 'subclass of', 'agitating')","('the group', 'cause', 'an attack')","Another AR personnel was killed in Kohima on May 6 by the insurgent outfit, while four personnel of the para-military force were injured in an attack by the group at Kohima in April."
100,"('President', 'officeholder', 'Nana Akufo-Addo')","('protect the party in north Chennai', 'cause', 'her party workers from the north Chennai unit believed to be supporters of MLA P K Sekar Babu ’ s camp raised slogans')","When the AIADMK leader arrived at her Poes Garden house, her party workers from the north Chennai unit believed to be supporters of MLA P K Sekar Babu ’ s camp raised slogans seeking to protect the party in north Chennai."
101,"('Nana Akufo-Addo', 'position held', 'President')","('accused of having been involved directly or indirectly in the killing of comrades, including the murder of comrade Musawenkosi Mchunu', 'cause', 'A number of comrades have been arrested in Pietermaritzburg')","`` A number of comrades have been arrested in Pietermaritzburg who are accused of having been involved directly or indirectly in the killing of comrades, including the murder of comrade Musawenkosi Mchunu."
102,"('Camping at the pier', 'instance of', 'protest')","('Pakistan neither took action against guilty despite protest of our government nor return the head of our soldier', 'cause', 'Welcoming Pakistans PM would be the insult of the martyrdom of our soldiers')",""" Welcoming Pakistans PM would be the insult of the martyrdom of our soldiers because Pakistan neither took action against guilty despite protest of our government nor return the head of our soldier so I boycotted his visit, "" the Dargah's spiritual head said yesterday."
103,"('KSRTC-operated Volvo Buses Keep Off City Roads', 'point in time', '20th April 2014')","('protest of our government', 'cause', 'Pakistan neither took action against guilty')",""" Welcoming Pakistans PM would be the insult of the martyrdom of our soldiers because Pakistan neither took action against guilty despite protest of our government nor return the head of our soldier so I boycotted his visit, "" the Dargah's spiritual head said yesterday."
104,"('2008 Summer Olympics', 'point in time', '2008')","('Welcoming Pakistans PM would be the insult of the martyrdom of our soldiers', 'cause', 'so I boycotted his visit')",""" Welcoming Pakistans PM would be the insult of the martyrdom of our soldiers because Pakistan neither took action against guilty despite protest of our government nor return the head of our soldier so I boycotted his visit, "" the Dargah's spiritual head said yesterday."
105,"('2008 Summer Olympics', 'location', 'Beijing')","('being beaten up at a market area in Lajpar Nagar here', 'cause', 'Nido Taniam, son of Arunachal Pradesh Congress legislator Nido Pavitra died on Thursday')","NE Youth's Death Sparks Protest 01st February 2014 09:23 AM Nido Taniam, son of Arunachal Pradesh Congress legislator Nido Pavitra died on Thursday allegedly after being beaten up at a market area in Lajpar Nagar here."
106,"('2008 Summer Olympics', 'country', 'China')","('disperse protesting residents of Bethanie outside Brits on Monday', 'cause', 'Police used rubber bullets')","Police fired rubber bullets to disperse protesting Bethanie residents, NWest ANA Reporter BRITS, September 3 ( ANA ) - Police used rubber bullets to disperse protesting residents of Bethanie outside Brits on Monday."
107,"('Beijing', 'country', 'China')","('to prevent security personnel from camping there', 'cause', ""Maoists blew up a panchayat office building and a godown in's Malkangiri district early on Sunday"")","Maoists blow up panchayat office, godown - Indian Express Agencies, Agencies : Malkangiri ( Orissa ), Sun May 30 2010, 13:37 hrs Maoists blew up a panchayat office building and a godown in's Malkangiri district early on Sunday in an apparent bid to prevent security personnel from camping there."
108,"('China', 'capital', 'Beijing')","('unfurling a separate flag', 'cause', 'the supporters of a separate Vidarbha have insulted the tricolour and the Constitution')","By unfurling a separate flag, the supporters of a separate Vidarbha have insulted the tricolour and the Constitution, "" it said."
109,"('AWS Region', 'located in the administrative territorial entity', 'Abu Dhabi')","(""the farmers'agitation was completely peaceful"", 'cause', 'and had provided no provocation to the police to open fire on them')","Meanwhile, Suneelam again claimed that the farmers'agitation was completely peaceful and had provided no provocation to the police to open fire on them."
110,"('protesters who displayed the panties in Pretoria on Wednesday', 'point in time', 'Wednesday')","('against parallel trading in the New Territories and Tsim Sha Tsui', 'cause', 'there have been protests organised')","Hong Kong must not become a breeding ground for hate Susan Chan denounces the abuse perpetrated by radical protest groups PUBLISHED : Monday, 16 March, 2015, 2:13pm In recent weeks, there have been protests organised against parallel trading in the New Territories and Tsim Sha Tsui."
111,"('protests on campus', 'location', 'University of Hong Kong')","('another group took on its rivals near Keshari Talkies', 'cause', 'This membership drive issue spilled over to the streets')",This membership drive issue spilled over to the streets as another group took on its rivals near Keshari Talkies.
112,"('Aqaba', 'located in or next to body of water', 'Red Sea')","('step up security arrangements all over the city', 'cause', 'city policemen worked overtime')","Soon after the heat and dust of the twin blasts settled, city policemen worked overtime to step up security arrangements all over the city and schools were among the most important establishments under the scanner."
113,"('University of Mumbai', 'located in the administrative territorial entity', 'Maharashtra')","('it may be the last time that we are going to have a peaceful and lawful protest in Hong Kong', 'cause', 'we are asking people to come out')","So we are asking people to come out because it may be the last time that we are going to have a peaceful and lawful protest in Hong Kong, ” said one of the organisers of the rally."
