corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,label
AFPNEWS,train111,112,0,prevent_our_data_0_0112,"Accidents in small-scale gold-mining, known locally as ""galamsey"", are common in the West African nation and President Nana Akufo-Addo has vowed a crackdown to curb its environmental damage.","[""Accidents in small-scale gold-mining, known locally as galamsey, are common in the West African nation and President Nana Akufo-Addo has vowed a <ARG0>crackdown</ARG0> to <SIG0>curb</SIG0> its environmental <ARG1>damage</ARG1>.""]",1,0
cnc,train_09_B_106,1247,0,cnc_train_09_B_106_1247_0,"A group of conservationists has been camping at the pier for nearly two months , in protest at its proposed demolition .","['<ARG1>A group of conservationists has been camping at the pier for nearly two months</ARG1> , <ARG0>in protest at its proposed demolition</ARG0> .']",1,0
cnc,train_04_82,1828,0,cnc_train_04_82_1828_0,KSRTC-operated Volvo Buses Keep Off City Roads 20th April 2014 10:15 AM Eighty per cent of KSRTC-operated Volvo buses kept off the roads on Saturday as part of a protest call by the CITU-affiliated Kerala State Road Transport Employees Association ( KSRTEA ) here .,['KSRTC-operated Volvo Buses Keep Off City Roads 20th April 2014 10:15 AM <ARG1>Eighty per cent of KSRTC-operated Volvo buses kept off the roads on Saturday</ARG1> <ARG0><SIG0>as part of</SIG0> a protest call by the CITU-affiliated Kerala State Road Transport Employees Association ( KSRTEA ) here</ARG0> .'],1,0
NEWS,train262,263,0,cause_our_data_0_0263,"""As we regain our leadership level where we have been, and as we continue to put new products into the marketplace and need additional capacity, we will look at resuming our involvement with our plan,"" he said.    ",[],0,0
AFPNEWS,train88,89,0,enable_our_data_0_089,"We recently moved our headquarters and research and development center to Abu Dhabi to benefit from its rapidly growing innovation hub, and with the new AWS Region, we are excited to see it thrive at an accelerated rate.""","[""We recently moved our headquarters and research and development <ARG0>center</ARG0> to Abu Dhabi to <SIG0>benefit</SIG0> from its rapidly growing <ARG1>innovation</ARG1> hub, and with the new AWS Region, we are excited to see it thrive at an accelerated rate.""]",1,0
cnc,train_10_195,710,0,cnc_train_10_195_710_0,"Describing the SA Democratic Teachers ' Union as `` counter-revolutionary '' , Mokganyetsi said protesters who displayed the panties in Pretoria on Wednesday had to be condemned .",[],0,0
cnc,train_10_131,330,0,cnc_train_10_131_330_0,28 Nov 2017 The governing body of the University of Hong Kong has said it will not let students stand in the way if it has to review the disciplinary code addressing violence at protests on campus .,['28 Nov 2017 <ARG1>The governing body of the University of Hong Kong has said it will not let students stand in the way</ARG1> <SIG0>if</SIG0> <ARG0>it has to review the disciplinary code addressing violence at protests on campus</ARG0> .'],1,0
NEWS,train43,44,0,intend_our_data_0_044,Bush's chief objective in his meeting with Hussein was to pressthe king  to shut down Iraq's food and oil supply route from Aqabaon the Red Sea.,"[""Bushs chief objective in his <ARG0>meeting</ARG0> with Hussein was to <ARG1>press</ARG1>the king  to shut down Iraqs food and oil supply route from Aqabaon the Red Sea.""]",1,0
cnc,train_02_64,33,0,cnc_train_02_64_33_0,"Thackeray , however , said if the exam was not deferred care would be taken to ensure it is not affected by the strike .","['Thackeray , however , said <SIG0>if</SIG0> <ARG0>the exam was not deferred</ARG0> <ARG1>care would be taken to ensure it is not affected by the strike</ARG1> .', 'Thackeray , however , said if the exam was not deferred <ARG1>care would be taken</ARG1> <ARG0><SIG0>to</SIG0> ensure it is not affected by the strike</ARG0> .']",2,0
cnc,train_02_145,2788,0,cnc_train_02_145_2788_0,"12 held after group clashes in Surat - Indian Express Express News Service , Express News Service : Surat , Tue Sep 04 2012 , 06:45 hrs The police have arrested 12 people in connection with the clashes that broke out between the members of Patel and Bharwad communities in Punagam area of the city on Sunday .","['12 held after group clashes in Surat - Indian Express Express News Service , Express News Service : Surat , Tue Sep 04 2012 , 06:45 hrs <ARG1>The police have arrested 12 people</ARG1> <SIG0>in connection with</SIG0> <ARG0>the clashes that broke out between the members of Patel and Bharwad communities in Punagam area of the city on Sunday</ARG0> .']",1,0
NEWS,train159,160,0,cause_our_data_0_0160,"That, he said, is why Unisys is overhauling its whole business: It needs to prepare for a world in which profit margins will be lower than computer companies have been used to.    ",[],0,0
cnc,train_07_239,1650,0,cnc_train_07_239_1650_0,"But Nithin would continue his hunger strike by not eating anything , he added .","['But <ARG1>Nithin would continue his hunger strike</ARG1> <SIG0>by</SIG0> <ARG0>not eating anything</ARG0> , he added .']",1,0
cnc,train_05_26,780,0,cnc_train_05_26_780_0,"Around 4.30 pm , a 70 - member contingent of VHP and Bajrang Dal activists led by their leaders Yaman Singh and nearly 20 religious heads went in a procession towards the Raj Bhavan with an intention to submit a representation t o g o v e r n o r E S L Narasimhan .","['Around 4.30 pm , <ARG1>a 70 - member contingent of VHP and Bajrang Dal activists led by their leaders Yaman Singh and nearly 20 religious heads went in a procession towards the Raj Bhavan</ARG1> <SIG0>with an intention <ARG0>to</SIG0> submit a representation t o g o v e r n o r E S L Narasimhan</ARG0> .']",1,0
cnc,train_07_126,2204,0,cnc_train_07_126_2204_0,"This was to ensure that neither the police nor the media entered these villages , ” he said .","['<ARG1>This</ARG1> <SIG0>was <ARG0>to</SIG0> ensure that neither the police nor the media entered these villages</ARG0> , ” he said .']",1,0
cnc,train_09_A_149,1967,0,cnc_train_09_A_149_1967_0,"TAMIL NADU Anti-inflation protest DRAWING ATTENTION : MDMK general secretary Vaiko leading a demonstration against the State and Central Governments , protesting the increase in prices of essential commodities , near the Collectorate in Chennai on Tuesday .","['TAMIL NADU Anti-inflation protest DRAWING ATTENTION : <ARG1>MDMK general secretary Vaiko leading a demonstration against the State and Central Governments</ARG1> , <ARG0>protesting the increase in prices of essential commodities</ARG0> , near the Collectorate in Chennai on Tuesday .']",1,0
cnc,train_08_316,417,0,cnc_train_08_316_417_0,"( PTI ) MATHURA : Two policemen , including a superintendent of police were killed and 12 others were injured as police tried to evict around 3,000 encroachers from a park in Mathura , Uttar Pradesh late on Thursday .","['( PTI ) MATHURA : <ARG1>Two policemen , including a superintendent of police were killed and 12 others were injured</ARG1> <SIG0>as</SIG0> <ARG0>police tried to evict around 3,000 encroachers from a park in Mathura , Uttar Pradesh late on Thursday</ARG0> .']",1,0
cnc,train_07_194,2282,0,cnc_train_07_194_2282_0,"Within seconds he had been thrown to the ground by the “ revolutionary masses ” , and thus he began a wretched phase in life , denounced and beaten at every turn .",[],0,0
cnc,train_10_100,1734,0,cnc_train_10_100_1734_0,"PUBLISHED : Saturday , 03 February , 2018 , 3:02pm Mandarin , the language of independence 5 Apr 2018 After weeks of protests , anger and even death threats over a Mandarin language exam at Baptist University , campus seemed to have calmed down by the end of this week , when the school announced it was lifting the suspensions of two students , after the pair apologised to affected staff .","['PUBLISHED : Saturday , 03 February , 2018 , 3:02pm Mandarin , the language of independence 5 Apr 2018 After <ARG1>weeks of protests , anger and even death threats</ARG1> <SIG0>over</SIG0> <ARG0>a Mandarin language exam at Baptist University</ARG0> , campus seemed to have calmed down by the end of this week , when the school announced it was lifting the suspensions of two students , after the pair apologised to affected staff .', 'PUBLISHED : Saturday , 03 February , 2018 , 3:02pm Mandarin , the language of independence 5 Apr 2018 After weeks of protests , anger and even death threats over a Mandarin language exam at Baptist University , <ARG1>campus seemed to have calmed down by the end of this week</ARG1> , when <ARG0>the school announced it was lifting the suspensions of two students</ARG0> , after the pair apologised to affected staff .', 'PUBLISHED : Saturday , 03 February , 2018 , 3:02pm Mandarin , the language of independence 5 Apr 2018 After weeks of protests , anger and even death threats over a Mandarin language exam at Baptist University , campus seemed to have calmed down by the end of this week , when the school announced <ARG1>it was lifting the suspensions of two students</ARG1> , after <ARG0>the pair apologised to affected staff</ARG0> .']",3,0
cnc,train_01_200,2197,0,cnc_train_01_200_2197_0,"Accusing the CPM of instigating the violence , she said the deaths were result of clashes between the Congress and the Marxists .","['<ARG0><SIG0>Accusing</SIG0> the CPM of instigating the violence</ARG0> , <ARG1>she said the deaths were result of clashes between the Congress and the Marxists</ARG1> .', 'Accusing the CPM of instigating the violence , she said <ARG1>the deaths</ARG1> <ARG0><SIG0>were result of</SIG0> clashes between the Congress and the Marxists</ARG0> .']",2,0
AFPNEWS,train135,136,0,prevent_our_data_0_0136,"Slovenian prosecutor Drago Sketa angrily dismissed such a suggestion, saying it would interfere with the prosecutors' independence.","[""Slovenian prosecutor Drago Sketa angrily dismissed such a <ARG0>suggestion</ARG0>, saying it would <SIG0>interfere</SIG0> with the prosecutors <ARG1>independence</ARG1>.""]",1,0
cnc,train_08_177,2876,0,cnc_train_08_177_2876_0,"The protestors removed a portion of the railway track between Diphu and Doldoli stations today , halting train movement , they said .","['<ARG0>The protestors removed a portion of the railway track between Diphu and Doldoli stations today</ARG0> , <ARG1><SIG0>halting</SIG0> train movement</ARG1> , they said .']",1,0
AFPNEWS,train123,124,0,prevent_our_data_0_0124,"Several EU countries have restricted the use of AstraZeneca's vaccine to older people, typically over 55 or 60.","[""Several EU <ARG0>countries</ARG0> have <SIG0>restrict</SIG0>ed the use of AstraZenecas <ARG1>vaccine</ARG1> to older people, typically over 55 or 60.""]",1,0
NEWS,train326,327,0,cause_our_data_0_0327,"Another 16 members of the Brazilian-led peacekeeping force deployed in Haiti are confirmed dead, U.N. Secretary-General Ban Ki-moon said Wednesday night -- three Jordanian police officers, one Argentinean and one Chadian police officer, and 11 Brazilian peacekeepers.","[""Another 16 members of the Brazilian-led peacekeeping force <ARG0>deployed</ARG0> in Haiti are <ARG1>confirmed</ARG1> dead, U.N. Secretary-General Ban Ki-moon said Wednesday night -- three Jordanian police officers, one Argentinean and one Chadian police officer, and 11 Brazilian peacekeepers.""]",1,0
cnc,train_03_46,722,0,cnc_train_03_46_722_0,"Another AR personnel was killed in Kohima on May 6 by the insurgent outfit , while four personnel of the para-military force were injured in an attack by the group at Kohima in April .",[],0,0
cnc,train_04_248,2983,0,cnc_train_04_248_2983_0,"When the AIADMK leader arrived at her Poes Garden house , her party workers from the north Chennai unit believed to be supporters of MLA P K Sekar Babu ’ s camp raised slogans seeking to protect the party in north Chennai .","['When the AIADMK leader arrived at her Poes Garden house , <ARG1>her party workers from the north Chennai unit believed to be supporters of MLA P K Sekar Babu ’ s camp raised slogans</ARG1> <SIG0>seeking to</SIG0> <ARG0>protect the party in north Chennai</ARG0> .']",1,0
cnc,train_05_31,680,0,cnc_train_05_31_680_0,"`` A number of comrades have been arrested in Pietermaritzburg who are accused of having been involved directly or indirectly in the killing of comrades , including the murder of comrade Musawenkosi Mchunu .","['`` <ARG1>A number of comrades have been arrested in Pietermaritzburg</ARG1> who are <ARG0>accused of having been involved directly or indirectly in the killing of comrades , including the murder of comrade Musawenkosi Mchunu</ARG0> .']",1,0
