event1,relation,event2,sentence,index,corpus,causal_text_w_pairs,num_rs,doc_id,sent_id,text,eg_id
PersonX takes the fall,intend,claim responsibility for someone else's mistake,PersonX takes the fall intend claim responsibility for someone else's mistake,intend_atomic_0_0,cnc,"[""<ARG0>PersonX takes the fall</ARG0> intend claim responsibility for someone else s mistake""]",0,id,0,PersonX takes the fall intend claim responsibility for someone else's mistake,0
PersonX has PersonY's baby,intend,to sign the birth certificate,PersonX has PersonY's baby intend to sign the birth certificate,intend_atomic_0_0,cnc,"[""PersonX has PersonY s baby intend <ARG1>to sign the birth certificate</ARG1>""]",0,id,0,PersonX has PersonY's baby intend to sign the birth certificate,0
PersonX supports PersonY's claims,intend,to see that he gets his money on time,PersonX supports PersonY's claims intend to see that he gets his money on time,intend_atomic_0_0,cnc,"[""PersonX supports PersonY s claims intend <ARG1>to see that he gets his money on time</ARG1>""]",0,id,0,PersonX supports PersonY's claims intend to see that he gets his money on time,0
PersonX depends upon the level,intend,to stop being dependant,PersonX depends upon the level intend to stop being dependant,intend_atomic_0_0,cnc,"[""<ARG0>PersonX depends upon the level</ARG0> intend <ARG1>to stop being dependant</ARG1>""]",0,id,0,PersonX depends upon the level intend to stop being dependant,0
PersonX throws PersonY a shower,intend,to socialize with PersonY,PersonX throws PersonY a shower intend to socialize with PersonY,intend_atomic_0_0,cnc,"[""<ARG0>PersonX throws PersonY a shower</ARG0> intend <ARG1>to socialize with PersonY</ARG1>""]",0,id,0,PersonX throws PersonY a shower intend to socialize with PersonY,0
PersonX wraps PersonY's arms around PersonY's waist,intend,to ask PersonY to bend down,PersonX wraps PersonY's arms around PersonY's waist intend to ask PersonY to bend down,intend_atomic_0_0,cnc,"[""PersonX wraps PersonY s arms around PersonY s waist intend <ARG1>to ask PersonY to bend down</ARG1>""]",0,id,0,PersonX wraps PersonY's arms around PersonY's waist intend to ask PersonY to bend down,0
PersonX pricks PersonX's finger,intend,to harm another,PersonX pricks PersonX's finger intend to harm another,intend_atomic_0_0,cnc,"[""PersonX pricks PersonX s finger intend <ARG1>to harm another</ARG1>""]",0,id,0,PersonX pricks PersonX's finger intend to harm another,0
go to sleep,intend,revitalize body,go to sleep intend revitalize body,intend_atomic_0_0,cnc,"[""<ARG0>go to sleep</ARG0> intend <ARG1>revitalize body</ARG1>""]",0,id,0,go to sleep intend revitalize body,0
PersonX sends ___ to the principal,intend,to never have them in their class,PersonX sends ___ to the principal intend to never have them in their class,intend_atomic_0_0,cnc,"[""<ARG0>PersonX sends ___ to the principal</ARG0> intend <ARG1>to never have them in their class</ARG1>""]",0,id,0,PersonX sends  to the principal intend to never have them in their class,0
PersonX terrifies PersonY,intend,apologize to Person Y,PersonX terrifies PersonY intend apologize to Person Y,intend_atomic_0_0,cnc,"[""<ARG0>PersonX terrifies PersonY</ARG0> intend <ARG1>apologize to Person Y</ARG1>""]",0,id,0,PersonX terrifies PersonY intend apologize to Person Y,0
PersonX takes a selfie,intend,to post to social media,PersonX takes a selfie intend to post to social media,intend_atomic_0_0,cnc,"[""<ARG0>PersonX takes a selfie</ARG0> intend <ARG1>to post to social media</ARG1>""]",0,id,0,PersonX takes a selfie intend to post to social media,0
PersonX washes away the ___,intend,to clean,PersonX washes away the ___ intend to clean,intend_atomic_0_0,cnc,"[""<ARG0>PersonX washes away the ___</ARG0> intend <ARG1>to clean</ARG1>""]",0,id,0,PersonX washes away the  intend to clean,0
PersonX asks PersonY to turn it down,intend,to hear him talk to his friend,PersonX asks PersonY to turn it down intend to hear him talk to his friend,intend_atomic_0_0,cnc,"[""<ARG0>PersonX asks PersonY to turn it down</ARG0> intend <ARG1>to hear him talk to his friend</ARG1>""]",0,id,0,PersonX asks PersonY to turn it down intend to hear him talk to his friend,0
PersonX establishes PersonY organization,intend,to help others,PersonX establishes PersonY organization intend to help others,intend_atomic_0_0,cnc,"[""<ARG0>PersonX establishes PersonY organization</ARG0> intend <ARG1>to help others</ARG1>""]",0,id,0,PersonX establishes PersonY organization intend to help others,0
PersonX satisfies PersonY's wants,intend,to benefit from PersonX,PersonX satisfies PersonY's wants intend to benefit from PersonX,intend_atomic_0_0,cnc,"[""PersonX satisfies PersonY s wants intend <ARG1>to benefit from PersonX</ARG1>""]",0,id,0,PersonX satisfies PersonY's wants intend to benefit from PersonX,0
PersonX knocks PersonY over,intend,To apologize to y,PersonX knocks PersonY over intend To apologize to y,intend_atomic_0_0,cnc,"[""<ARG0>PersonX knocks PersonY over</ARG0> intend <ARG1>To apologize to y</ARG1>""]",0,id,0,PersonX knocks PersonY over intend To apologize to y,0
PersonX introduces ___ into the findings,intend,to explain the new thing,PersonX introduces ___ into the findings intend to explain the new thing,intend_atomic_0_0,cnc,"[""<ARG0>PersonX introduces ___ into the findings</ARG0> intend <ARG1>to explain the new thing</ARG1>""]",0,id,0,PersonX introduces  into the findings intend to explain the new thing,0
PersonX gets the test,intend,to check up on their health,PersonX gets the test intend to check up on their health,intend_atomic_0_0,cnc,"[""<ARG0>PersonX gets the test</ARG0> intend <ARG1>to check up on their health</ARG1>""]",0,id,0,PersonX gets the test intend to check up on their health,0
PersonX takes ___ to the vet,intend,to help his pet to feel better,PersonX takes ___ to the vet intend to help his pet to feel better,intend_atomic_0_0,cnc,"[""<ARG0>PersonX takes ___ to the vet</ARG0> intend <ARG1>to help his pet to feel better</ARG1>""]",0,id,0,PersonX takes  to the vet intend to help his pet to feel better,0
PersonX meets a lot of people,intend,to get contacts,PersonX meets a lot of people intend to get contacts,intend_atomic_0_0,cnc,"[""<ARG0>PersonX meets a lot of people</ARG0> intend <ARG1>to get contacts</ARG1>""]",0,id,0,PersonX meets a lot of people intend to get contacts,0
PersonX makes a joke,intend,to spread joy,PersonX makes a joke intend to spread joy,intend_atomic_0_0,cnc,"[""<ARG0>PersonX makes a joke</ARG0> intend <ARG1>to spread joy</ARG1>""]",0,id,0,PersonX makes a joke intend to spread joy,0
PersonX quickly put ___,intend,to be dressed,PersonX quickly put ___ intend to be dressed,intend_atomic_0_0,cnc,"[""<ARG0>PersonX quickly put ___</ARG0> intend <ARG1>to be dressed</ARG1>""]",0,id,0,PersonX quickly put  intend to be dressed,0
PersonX presses charges,intend,to put somebody in jail,PersonX presses charges intend to put somebody in jail,intend_atomic_0_0,cnc,"[""<ARG0>PersonX presses charges</ARG0> intend <ARG1>to put somebody in jail</ARG1>""]",0,id,0,PersonX presses charges intend to put somebody in jail,0
PersonX gives PersonX's son,intend,to see the look on his son's face,PersonX gives PersonX's son intend to see the look on his son's face,intend_atomic_0_0,cnc,"[""PersonX gives PersonX s son intend to see the look on his son s face""]",0,id,0,PersonX gives PersonX's son intend to see the look on his son's face,0
PersonX uses PersonY device,intend,to return the device,PersonX uses PersonY device intend to return the device,intend_atomic_0_0,cnc,"[""<ARG0>PersonX uses PersonY device</ARG0> intend <ARG1>to return the device</ARG1>""]",0,id,0,PersonX uses PersonY device intend to return the device,0
PersonX makes PersonY's jaw drop,intend,to tell PersonY that it was a joke,PersonX makes PersonY's jaw drop intend to tell PersonY that it was a joke,intend_atomic_0_0,cnc,"[""PersonX makes PersonY s jaw drop intend <ARG1>to tell PersonY that it was a joke</ARG1>""]",0,id,0,PersonX makes PersonY's jaw drop intend to tell PersonY that it was a joke,0
PersonX takes refuge in PersonY,intend,to thank PersonY,PersonX takes refuge in PersonY intend to thank PersonY,intend_atomic_0_0,cnc,"[""<ARG0>PersonX takes refuge in PersonY</ARG0> intend <ARG1>to thank PersonY</ARG1>""]",0,id,0,PersonX takes refuge in PersonY intend to thank PersonY,0
PersonX fulfils PersonX's mission,intend,to fulfill person x's commitment,PersonX fulfils PersonX's mission intend to fulfill person x's commitment,intend_atomic_0_0,cnc,"[""PersonX fulfils PersonX s mission intend to fulfill person x s commitment""]",0,id,0,PersonX fulfils PersonX's mission intend to fulfill person x's commitment,0
PersonX kisses PersonY back,intend,to hug PersonY,PersonX kisses PersonY back intend to hug PersonY,intend_atomic_0_0,cnc,"[""<ARG0>PersonX kisses PersonY back</ARG0> intend <ARG1>to hug PersonY</ARG1>""]",0,id,0,PersonX kisses PersonY back intend to hug PersonY,0
PersonX puts PersonZ's ___ around PersonY,intend,to see if the belt goes well with his friend's clothes,PersonX puts PersonZ's ___ around PersonY intend to see if the belt goes well with his friend's clothes,intend_atomic_0_0,cnc,"[""PersonX puts PersonZ s ___ around PersonY intend to see if the belt goes well with his friend s clothes""]",0,id,0,PersonX puts PersonZ's  around PersonY intend to see if the belt goes well with his friend's clothes,0
PersonX saves PersonY from death,intend,to rest up,PersonX saves PersonY from death intend to rest up,intend_atomic_0_0,cnc,"[""<ARG0>PersonX saves PersonY from death</ARG0> intend <ARG1>to rest up</ARG1>""]",0,id,0,PersonX saves PersonY from death intend to rest up,0
PersonX loosens the apron strings,intend,to thank him,PersonX loosens the apron strings intend to thank him,intend_atomic_0_0,cnc,"[""<ARG0>PersonX loosens the apron strings</ARG0> intend <ARG1>to thank him</ARG1>""]",0,id,0,PersonX loosens the apron strings intend to thank him,0
PersonX pays PersonY way,intend,To pay for taxi,PersonX pays PersonY way intend To pay for taxi,intend_atomic_0_0,cnc,"[""<ARG0>PersonX pays PersonY way</ARG0> intend <ARG1>To pay for taxi</ARG1>""]",0,id,0,PersonX pays PersonY way intend To pay for taxi,0
PersonX gets PersonY back,intend,to get angry at PersonX,PersonX gets PersonY back intend to get angry at PersonX,intend_atomic_0_0,cnc,"[""<ARG0>PersonX gets PersonY back</ARG0> intend <ARG1>to get angry at PersonX</ARG1>""]",0,id,0,PersonX gets PersonY back intend to get angry at PersonX,0
PersonX serves PersonX's purposes,intend,retire.,PersonX serves PersonX's purposes intend retire.,intend_atomic_0_0,cnc,"[""PersonX serves PersonX s purposes intend <ARG1>retire.</ARG1>""]",0,id,0,PersonX serves PersonX's purposes intend retire.,0
PersonX gives PersonY a piece,intend,to share,PersonX gives PersonY a piece intend to share,intend_atomic_0_0,cnc,"[""<ARG0>PersonX gives PersonY a piece</ARG0> intend <ARG1>to share</ARG1>""]",0,id,0,PersonX gives PersonY a piece intend to share,0
PersonX gives PersonY a drink,intend,to quench their thirst,PersonX gives PersonY a drink intend to quench their thirst,intend_atomic_0_0,cnc,"[""<ARG0>PersonX gives PersonY a drink</ARG0> intend <ARG1>to quench their thirst</ARG1>""]",0,id,0,PersonX gives PersonY a drink intend to quench their thirst,0
PersonX especially enjoyed,intend,to touch all the little animals,PersonX especially enjoyed intend to touch all the little animals,intend_atomic_0_0,cnc,"[""<ARG0>PersonX especially enjoyed</ARG0> intend <ARG1>to touch all the little animals</ARG1>""]",0,id,0,PersonX especially enjoyed intend to touch all the little animals,0
PersonX does a good day 's ___,intend,to be honest,PersonX does a good day 's ___ intend to be honest,intend_atomic_0_0,cnc,"[""PersonX does a good day  s ___ intend <ARG1>to be honest</ARG1>""]",0,id,0,PersonX does a good day 's  intend to be honest,0
PersonX kills PersonY's children,intend,to hide the bodies,PersonX kills PersonY's children intend to hide the bodies,intend_atomic_0_0,cnc,"[""PersonX kills PersonY s children intend <ARG1>to hide the bodies</ARG1>""]",0,id,0,PersonX kills PersonY's children intend to hide the bodies,0
PersonX stops shaving,intend,take a picture,PersonX stops shaving intend take a picture,intend_atomic_0_0,cnc,"[""<ARG0>PersonX stops shaving</ARG0> intend <ARG1>take a picture</ARG1>""]",0,id,0,PersonX stops shaving intend take a picture,0
PersonX pulls PersonY's face,intend,to get person's attention,PersonX pulls PersonY's face intend to get person's attention,intend_atomic_0_0,cnc,"[""PersonX pulls PersonY s face intend to get person s attention""]",0,id,0,PersonX pulls PersonY's face intend to get person's attention,0
PersonX lets PersonY's dog out,intend,to get the dog back inside,PersonX lets PersonY's dog out intend to get the dog back inside,intend_atomic_0_0,cnc,"[""PersonX lets PersonY s dog out intend <ARG1>to get the dog back inside</ARG1>""]",0,id,0,PersonX lets PersonY's dog out intend to get the dog back inside,0
spend money,intend,get goods or services,spend money intend get goods or services,intend_atomic_0_0,cnc,"[""<ARG0>spend money</ARG0> intend <ARG1>get goods or services</ARG1>""]",0,id,0,spend money intend get goods or services,0
PersonX decides to major,intend,consult a counselor,PersonX decides to major intend consult a counselor,intend_atomic_0_0,cnc,"[""<ARG0>PersonX decides to major</ARG0> intend <ARG1>consult a counselor</ARG1>""]",0,id,0,PersonX decides to major intend consult a counselor,0
PersonX teaches PersonY the art,intend,offer to teach person x what they are good at,PersonX teaches PersonY the art intend offer to teach person x what they are good at,intend_atomic_0_0,cnc,"[""<ARG0>PersonX teaches PersonY the art</ARG0> intend <ARG1>offer to teach person x what they are good at</ARG1>""]",0,id,0,PersonX teaches PersonY the art intend offer to teach person x what they are good at,0
PersonX causes PersonY's death,intend,revenge,PersonX causes PersonY's death intend revenge,intend_atomic_0_0,cnc,"[""PersonX causes PersonY s death intend <ARG1>revenge</ARG1>""]",0,id,0,PersonX causes PersonY's death intend revenge,0
PersonX exits stage left,intend,continue the play,PersonX exits stage left intend continue the play,intend_atomic_0_0,cnc,"[""<ARG0>PersonX exits stage left</ARG0> intend <ARG1>continue the play</ARG1>""]",0,id,0,PersonX exits stage left intend continue the play,0
PersonX puts PersonX's ___ on the line,intend,to talk about PersonX's decision.,PersonX puts PersonX's ___ on the line intend to talk about PersonX's decision.,intend_atomic_0_0,cnc,"[""PersonX puts PersonX s ___ on the line intend to talk about PersonX s decision.""]",0,id,0,PersonX puts PersonX's  on the line intend to talk about PersonX's decision.,0
PersonX finally make ___,intend,take their purchase home,PersonX finally make ___ intend take their purchase home,intend_atomic_0_0,cnc,"[""<ARG0>PersonX finally make ___</ARG0> intend <ARG1>take their purchase home</ARG1>""]",0,id,0,PersonX finally make  intend take their purchase home,0
PersonX maintains PersonY's existence,intend,gets enjoy,PersonX maintains PersonY's existence intend gets enjoy,intend_atomic_0_0,cnc,"[""PersonX maintains PersonY s existence intend <ARG1>gets enjoy</ARG1>""]",0,id,0,PersonX maintains PersonY's existence intend gets enjoy,0
