corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,Event1_Type,Event2_Type,relation,stripped_index,type_relation,Max_Similarity,Relation
cnc,1.0,1.0,0.0,cause_1_1_0,"In a statement prepared by lawyers for the university and Connaught, the parties said they agreed that as a result of reaching a C415 million research accord, ""It is unnecessary that there be a judgment on the merits {of the case} at this time.""    ","[""In a statement prepared by lawyers for the university and Connaught, the parties said they <ARG1>agreed</ARG1> that as a result of <ARG0>reaching</ARG0> a C415 million research accord,  It is unnecessary that there be a judgment on the merits {of the case} at this time.""]",0.0,Research Accord,Legal Settlement,cause,cause,Research Accord cause Legal Settlement,0.7932875156402588,cause
cnc,1.0,1.0,0.0,cause_1_1_0,"Maria described a cross-border trade in young children and babies -- with orders coming in regularly from the U.S."" They stole the children and one of the gang members took a six-year-old kid that I had to look after for three hours.""","[""Maria described a cross-border trade in young children and babies -- with orders coming in regularly from the U.S.  They stole the children and one of the gang members <ARG0>took</ARG0> a six-year-old kid that I had to <ARG1>look</ARG1> after for three hours.""]",0.0,Human Trafficking,Child Endangerment,cause,cause,Human Trafficking cause Child Endangerment,0.7868165373802185,cause
cnc,1.0,1.0,0.0,cause_1_1_0,"Net income includes an extraordinary gain of about $100,000 from the reversal of bad debt and interest income. ","[""Net income includes an extraordinary <ARG1>gain</ARG1> of about $100,000 from the <ARG0>reversal</ARG0> of bad debt and interest income.""]",0.0,Reversal of Bad Debt,Gain from Interest Income,cause,cause,Reversal of Bad Debt cause Gain from Interest Income,0.7911038398742676,cause
cnc,1.0,1.0,0.0,cause_1_1_0,"Newsprint results continued to be depressed, the company added, because of industrywide price discounting.    ","[""Newsprint results <ARG1>continued</ARG1> to be depressed, the company added, because of industrywide price <ARG0>discounting</ARG0>.""]",0.0,Price War,Continuing Decline,cause,cause,Price War cause Continuing Decline,0.7903942465782166,cause
cnc,1.0,1.0,0.0,cause_1_1_0,"They've revisited the idea of censorship and the price they're paying is too high, "" says Roseann Rife of Amnesty International.""","[""They ve <ARG0>revisited</ARG0> the idea of censorship and the price they re <ARG1>paying</ARG1> is too high,   says Roseann Rife of Amnesty International.""]",0.0,Reevaluation of Censorship Policy,Price of Censorship,cause,cause,Reevaluation of Censorship Policy cause Price of Censorship,0.7972103357315063,cause
cnc,1.0,1.0,0.0,cause_1_1_0,"A spokesman said the savings bank may not qualify for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n't meet the ""core capital"" criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989. ","[""A spokesman said the savings bank may not <ARG1>qualify</ARG1> for the capital requirements because, under the proposed guidelines, its $380 million of preferred stock does n t <ARG0>meet</ARG0> the  core capital  criteria outlined under the new Financial Institutions Reform, Recovery and Enforcement Act of 1989.""]",0.0,Regulatory Change,"Financial Institutions Reform, Recovery and Enforcement Act of 1989",cause,cause,"Regulatory Change cause Financial Institutions Reform, Recovery and Enforcement Act of 1989",0.7283374071121216,cause
cnc,1.0,1.0,0.0,cause_1_1_0,Traders said the market remains extremely nervous because of the wild swings seen on the New York Stock Exchange last week.,"[""Traders said the market remains extremely <ARG1>nervous</ARG1> because of the wild <ARG0>swings</ARG0> seen on the New York Stock Exchange last week.""]",0.0,Market Volatility,Investor Nervousness,cause,cause,Market Volatility cause Investor Nervousness,0.7317872047424316,cause
cnc,1.0,1.0,0.0,cause_1_1_0,"The company attributed the decrease in part to the exclusion of the company's British sales from the current year's figures as a result of the subsidiary's status as a proposed discontinued operation and, in part, to lower sales in certain key foreign and domestic accounts. ","[""The company <ARG1>attributed</ARG1> the decrease in part to the exclusion of the company s British <ARG0>sales</ARG0> from the current year s figures as a result of the subsidiary s status as a proposed discontinued operation and, in part, to lower <ARG0>sales</ARG0> in certain key foreign and domestic accounts.""]",0.0,Discontinued Operations,Sales Decline,cause,cause,Discontinued Operations cause Sales Decline,0.7531444430351257,cause
cnc,1.0,1.0,0.0,cause_1_1_0,He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.',"[""He told me he <ARG0>wanted</ARG0> to see his mummy then I started <ARG1>crying</ARG1> and said I do n t think you re ever going to see your mummy again.""]",0.0,Emotional Distress,Death of a Loved One,cause,cause,Emotional Distress cause Death of a Loved One,0.7940710783004761,cause
cnc,1.0,1.0,0.0,cause_1_1_0,"Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million loss from discontinued operations in the third quarter because of the planned sale.    ","[""Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million <ARG1>loss</ARG1> from discontinued operations in the third quarter because of the <ARG0>planned</ARG0> sale.""]",0.0,Contract Drilling Business Sale,Loss from Discontinued Operations,cause,cause,Contract Drilling Business Sale cause Loss from Discontinued Operations,0.7694575786590576,cause
cnc,1.0,1.0,0.0,cause_1_1_0,"Mr. Vaux said that if no agreement is reached, other buyers will be sought by bid or auction. ","[""Mr. Vaux said that if no <ARG0>agreement</ARG0> is reached, other buyers will be <ARG1>sought</ARG1> by bid or auction.""]",0.0,Contract Negotiation,Bid or Auction,cause,cause,Contract Negotiation cause Bid or Auction,0.7967863082885742,cause
cnc,1.0,1.0,0.0,cause_1_1_0,Investigators have spoken with consumers and conducted preliminary field work.,"[""Investigators have <ARG0>spoken</ARG0> with consumers and <ARG1>conducted</ARG1> preliminary field work.""]",0.0,Customer Feedback Gathering,Field Research,cause,cause,Customer Feedback Gathering cause Field Research,0.7966850399971008,cause
cnc,1.0,1.0,0.0,cause_1_1_0,"My first and only guest this week : Secretary of State Hillary Clinton on the biggest threats to Americans, and whether she really thinks the current Afghan government can pull it together so U.S. troops can come home.","[""My first and only guest this week : Secretary of State Hillary Clinton on the biggest threats to Americans, and whether she really thinks the current Afghan government can <ARG0>pull</ARG0> it together so U.S. troops can <ARG1>come</ARG1> home.""]",0.0,Government Policy Announcement,International Relations Interview,cause,cause,Government Policy Announcement cause International Relations Interview,0.7788510322570801,cause
cnc,1.0,1.0,0.0,cause_1_1_0,"Even though the girl was on fire they kept hitting her and they were laughing as if they were enjoying what they were doing. ""","[""Even though the girl was on fire they kept hitting her and they were <ARG1>laughing</ARG1> as if they were <ARG0>enjoying</ARG0> what they were doing.""]",0.0,Violence Against Women,Cruelty and Abuse,cause,cause,Violence Against Women cause Cruelty and Abuse,0.7692203521728516,cause
cnc,1.0,1.0,0.0,cause_1_1_0,"Even as Saddam Hussein was searching for a ploy to ease his isolation, though, the international pressure against him clicked up another notch. ","[""Even as Saddam Hussein was searching for a ploy to ease his <ARG0>isolation</ARG0>, though, the international pressure against him <ARG1>clicked</ARG1> up another notch.""]",0.0,International Isolation,International Pressure,cause,cause,International Isolation cause International Pressure,0.7641358375549316,cause
cnc,1.0,1.0,0.0,cause_1_1_0,"A senior dealer with Warburg Securities noted British Gas, the most active blue-chip stock at 20 million shares traded, was affected by the political implications of Mr. Lawson's departure and Mrs. Thatcher's cabinet shuffle.    ","[""A senior dealer with Warburg Securities noted British Gas, the most active blue-chip stock at 20 million shares traded, was <ARG1>affected</ARG1> by the political implications of Mr. Lawson s departure and Mrs. Thatcher s cabinet <ARG0>shuffle</ARG0>.""]",0.0,Cabinet Shuffle,Political Implications,cause,cause,Cabinet Shuffle cause Political Implications,0.7934763431549072,cause
cnc,1.0,1.0,0.0,cause_1_1_0,"But they failed to sell these stocks to client investors, who were cautious about the sharp gains these issues made this week, the Wako official said.    ","[""But they <ARG1>failed</ARG1> to sell these stocks to client investors, who were <ARG0>cautious</ARG0> about the sharp gains these issues made this week, the Wako official said.""]",0.0,Market Volatility,Investment Failure,cause,cause,Market Volatility cause Investment Failure,0.7614860534667969,cause
cnc,1.0,1.0,0.0,cause_1_1_0,"The spokesman said that the proposed guidelines caused Crossland to revise its business objectives and, consequently , to write down the asset value of some previous acquisitions. ","[""The spokesman said that the proposed guidelines caused Crossland to <ARG0>revise</ARG0> its business objectives and, consequently , to <ARG1>write</ARG1> down the asset value of some previous acquisitions.""]",0.0,Revision of Business Objectives,Asset Write-Down,cause,cause,Revision of Business Objectives cause Asset Write-Down,0.7942811250686646,cause
cnc,1.0,1.0,0.0,cause_1_1_0,"A group of investors led by Giant Group Ltd. and its chairman, Burt Sugarman, said it filed with federal antitrust regulators for clearance to buy more than 50% of the stock of Rally's Inc., a fast-food company based in Louisville, Ky.    Rally's operates and franchises about 160 fast-food restaurants throughout the U.S. The company went public earlier this month, offering 1,745,000 shares of common stock at $15 a share. ","[""A group of investors led by Giant Group Ltd. and its chairman, Burt Sugarman, said it <ARG0>filed</ARG0> with federal antitrust regulators for clearance to <ARG1>buy</ARG1> more than 50% of the stock of Rally s Inc., a fast-food company based in Louisville, Ky.    Rally s operates and franchises about 160 fast-food restaurants throughout the U.S. The company went public earlier this month, offering 1,745,000 shares of common stock at $15 a share.""]",0.0,Merger and Acquisition,Initial Public Offering (IPO),cause,cause,Merger and Acquisition cause Initial Public Offering (IPO),0.7750506401062012,cause
cnc,1.0,1.0,0.0,cause_1_1_0,"The Saudis even have in their possession 48 Kuwaiti jet fighters, virtually the entire Kuwaiti air force, which managed to escape the Iraqi invasion, Saudi officials said. ","[""The Saudis even have in their <ARG0>possession</ARG0> 48 Kuwaiti jet fighters, virtually the entire Kuwaiti air force, which managed to <ARG1>escape</ARG1> the Iraqi invasion, Saudi officials said.""]",0.0,Military Conflict,Escape and Evacuation,cause,cause,Military Conflict cause Escape and Evacuation,0.7945494651794434,cause
cnc,1.0,1.0,0.0,cause_1_1_0,"He argued setting an explicit deadline forSaddam Hussein to break would, when it was broken, give theU.S. military a clear green light to proceed.   ","[""He argued setting an explicit deadline forSaddam Hussein to <ARG0>break</ARG0> would, when it was broken, give theU.S. military a clear green light to <ARG1>proceed</ARG1>.""]",0.0,Deadline Set,Military Intervention,cause,cause,Deadline Set cause Military Intervention,0.7693173289299011,cause
cnc,0.0,0.0,0.0,enable_0_0_0,"The official said the central archaeological council had ""unanimously"" approved the shoots.","[""The official said the central archaeological <ARG0>council</ARG0> had  unanimously  approved the <ARG1>shoots</ARG1>.""]",0.0,Government Decision,Archaeological Discovery,enable,enable,Government Decision enable Archaeological Discovery,,
