corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,event0,event1,label,triplets
NEWS,train62,63,0,cause_our_data_0_063,The company said its junk-bond portfolio after these moves  had  been reduced to less than 1% of assets.,"[""The company said its junk-bond portfolio after these <ARG0>moves</ARG0>  had  been <ARG1>reduced</ARG1> to less than 1% of assets.""]",1,moves,reduced,cause,<triplet> moves <subj> reduced <obj> cause
NEWS,train159,160,0,0_our_data_0_0160,"Eight trading days after Oct. 12, the day before the stock market plunge, for instance, the Nasdaq Composite had fallen 4.3%, compared with 3.3% for the SampP 500, 3.5% for the New York Stock Exchange Composite Index and 3.6% for the industrial average. ",[],0,Exchange,the,0,<triplet> Exchange <subj> the <obj> 0
NEWS,train18,19,0,0_our_data_0_019,He also rejected reports that his departure stemmed from disappointment the general manager's post had n't  also led to a board directorship at the London-based news organization.,[],0,London-based,had,0,<triplet> London-based <subj> had <obj> 0
AFPNEWS,train101,102,0,enable_our_data_0_0102,"Applying these lessons will help ensure a more resilient post-pandemic business landscape.""","[""Applying these <ARG0>lessons</ARG0> will help <SIG0>ensure</SIG0> a more <ARG1>resilient</ARG1> post-pandemic business landscape.""]",1,lessons,resilient,enable,<triplet> lessons <subj> resilient <obj> enable
NEWS,train327,328,0,cause_our_data_0_0328,"Democrats lost their 60-vote, filibuster-proof Senate majority in January, when GOP Sen. Scott Brown won the Massachusetts Senate seat previously held by the late Sen. Ted Kennedy, a Democrat.","[""Democrats <ARG1>lost</ARG1> their 60-vote, filibuster-proof Senate majority in January, when GOP Sen. Scott Brown <ARG0>won</ARG0> the Massachusetts Senate seat previously held by the late Sen. Ted Kennedy, a Democrat.""]",1,won,lost,cause,<triplet> won <subj> lost <obj> cause
NEWS,train312,313,0,cause_our_data_0_0313,That has led to severe erosion and left Haitians vulnerable to massive landslides when heavy rains fall.,"[""That has <ARG1>led</ARG1> to severe erosion and left Haitians vulnerable to massive landslides when heavy rains <ARG0>fall</ARG0>.""]",1,fall,led,cause,<triplet> fall <subj> led <obj> cause
NEWS,train62,63,0,0_our_data_0_063,"Get your name into print "" Being quoted in the media is something the executive search firms will pick up on and take notice of, "" said Ispahani.",[],0,executive,"of,",0,"<triplet> executive <subj> of, <obj> 0"
NEWS,train174,175,0,cause_our_data_0_0175,BLOCKBUSTER ENTERTAINMENT CORP. said it raised $92 million from an offering of liquid yield option notes.,"[""BLOCKBUSTER ENTERTAINMENT CORP. said it <ARG1>raised</ARG1> $92 million from an <ARG0>offering</ARG0> of liquid yield option notes.""]",1,offering,raised,cause,<triplet> offering <subj> raised <obj> cause
NEWS,train91,92,0,0_our_data_0_092,"Mr. Fournier said the large institutions that hold nearly 50% of Navigation Mixte's capital all strongly support him, but some analysts said they aren't so sure. ",[],0,sure.,hold,0,<triplet> sure. <subj> hold <obj> 0
AFPNEWS,train35,36,0,enable_our_data_0_036,"Tensions have eased between France and Rwanda since a March report acknowledged Paris was ""blind"" to the 1994 genocide in the east African nation, and bears overwhelming responsibility for the bloodshed.","[""Tensions have eased between France and Rwanda since a March <ARG0>report</ARG0> acknowledged Paris was blind to the 1994 genocide in the east African nation, and <SIG0>bear</SIG0>s overwhelming responsibility for the <ARG1>bloodshed</ARG1>.""]",1,report,bloodshed,enable,<triplet> report <subj> bloodshed <obj> enable
NEWS,train306,307,0,cause_our_data_0_0307,"Female Facebookers started catching on this week as a message made its rounds through the inboxes of the social media network.""","[""Female Facebookers <ARG1>started</ARG1> catching on this week as a message <ARG0>made</ARG0> its rounds through the inboxes of the social media network.""]",1,made,started,cause,<triplet> made <subj> started <obj> cause
AFPNEWS,train107,108,0,prevent_our_data_0_0108,EU leaders at their summit this week agreed in principle to banning Belarusian airlines from the bloc and urged EU-based carriers not to fly through Belarusian airspace.,"[""EU leaders at their summit this week <ARG0>agreed</ARG0> in principle to <SIG0>ban</SIG0>ning Belarusian airlines from the bloc and urged EU-based carriers not to <ARG1>fly</ARG1> through Belarusian airspace.""]",1,agreed,fly,prevent,<triplet> agreed <subj> fly <obj> prevent
AFPNEWS,train121,122,0,prevent_our_data_0_0122,"The 51-year-old Italian still has a year left in his contract, but has been at loggerheads with the cash-strapped club's Chinese owners Suning over planned cost cutting which would prevent him building the team he wants to challenge at home and in Europe.","[""The 51-year-old Italian still has a year left in his contract, but has been at loggerheads with the cash-strapped clubs Chinese owners Suning over planned <ARG0>cost cutting</ARG0> which would <SIG0>prevent</SIG0> him building the <ARG1>team</ARG1> he wants to challenge at home and in Europe.""]",1,cost cutting,team,prevent,<triplet> cost cutting <subj> team <obj> prevent
NEWS,train56,57,0,0_our_data_0_057,"During the quarter, Delta issued 2.5 million shares of common stock to Swissair, and repurchased 1.1 million shares for use in a company employee stock ownership plan.    ",[],0,of,repurchased,0,<triplet> of <subj> repurchased <obj> 0
AFPNEWS,train81,82,0,enable_our_data_0_082,"""I want to make it clear on the floor of the house... that Pakistan, under the leadership of Imran Khan, will never allow any American base on its soil.""","[""I want to make it clear on the floor of the house... that <ARG0>Pakistan</ARG0>, under the leadership of Imran Khan, will never <SIG0>allow</SIG0> any <ARG1>American</ARG1> base on its soil.""]",1,Pakistan,American,enable,<triplet> Pakistan <subj> American <obj> enable
NEWS,train54,55,0,intend_our_data_0_055,"Even as Saddam Hussein was searching for a ploy to ease his isolation, though, the international pressure against him clicked up another notch. ","[""Even as Saddam Hussein was searching for a <ARG0>ploy</ARG0> to <ARG1>ease</ARG1> his isolation, though, the international pressure against him clicked up another notch.""]",1,ploy,ease,intend,<triplet> ploy <subj> ease <obj> intend
AFPNEWS,train18,19,0,enable_our_data_0_019,"Over 700 financial institutions use Temenos SaaS such as Al Ain Finance, Alpian, Flowbank, Flowe, Itau, Orange Bank and they will now benefit from all the new rich features of The Temenos Banking Cloud.","[""Over 700 financial institutions use Temenos <ARG0>SaaS</ARG0> such as Al Ain Finance, Alpian, Flowbank, Flowe, Itau, Orange Bank and they will now <SIG0>benefit</SIG0> from all the new rich features of The Temenos Banking <ARG1>cloud</ARG1>.""]",1,SaaS,cloud,enable,<triplet> SaaS <subj> cloud <obj> enable
NEWS,train25,26,0,0_our_data_0_026,"The source said theyounger Bush ""sketched out for Sununu"" problems the president is encounteringbecause of the chief of staff's tenure.;   ""He was told . . . the handwritingwas on the wall,"" the source said Monday.;   That, the source said, was whenSununu started calling congressional Republicans and asking them to tell Bushthat the conservative wing of the party, in particular, would  object if hewere fired.;   Officials said the president himself met with Sununu Sunday. ",[],0,the,congressional,0,<triplet> the <subj> congressional <obj> 0
AFPNEWS,train14,15,0,enable_our_data_0_015,"The Temenos Banking Cloud is powered by an Explainable AI engine with advanced data analytics, so banks can test, report and measure product performance, and gain insight to support business decisions and product design.","[""The Temenos Banking Cloud is powered by an Explainable AI engine with advanced <ARG0>data analytics</ARG0>, so banks can test, report and measure product performance, and gain insight to <SIG0>support</SIG0> business <ARG1>decisions</ARG1> and product design.""]",1,data analytics,decisions,enable,<triplet> data analytics <subj> decisions <obj> enable
NEWS,train173,174,0,cause_our_data_0_0174,"StatesWest Airlines, Phoenix, Ariz., said it withdrew its offer to acquire Mesa Airlines because the Farmington, N.M., carrier did n't respond to its offer by the close of business yesterday, a deadline StatesWest had set for a response.    ","[""StatesWest Airlines, Phoenix, Ariz., said it <ARG1>withdrew</ARG1> its offer to acquire Mesa Airlines because the Farmington, N.M., carrier did nt <ARG0>respond</ARG0> to its offer by the close of business yesterday, a deadline StatesWest had set for a response.""]",1,respond,withdrew,cause,<triplet> respond <subj> withdrew <obj> cause
NEWS,train235,236,0,cause_our_data_0_0236,"The directors said if Messrs. Drabinsky and Gottlieb mail an offer to shareholders by Nov. 22, it will reimburse them a maximum of C$8.5 million for expenses related to a bid.    ","[""The directors said if Messrs. Drabinsky and Gottlieb mail an <ARG0>offer</ARG0> to shareholders by Nov. 22, it will <ARG1>reimburse</ARG1> them a maximum of C$8.5 million for expenses related to a bid.""]",1,offer,reimburse,cause,<triplet> offer <subj> reimburse <obj> cause
NEWS,train159,160,0,cause_our_data_0_0160,"That, he said, is why Unisys is overhauling its whole business: It needs to prepare for a world in which profit margins will be lower than computer companies have been used to.    ","[""That, he said, is why Unisys is <ARG1>overhauling</ARG1> its whole business: It <ARG0>needs</ARG0> to prepare for a world in which profit margins will be lower than computer companies have been used to.""]",1,needs,overhauling,cause,<triplet> needs <subj> overhauling <obj> cause
AFPNEWS,train45,46,0,enable_our_data_0_046,"""We will continue to support our brothers in Palestine to reach a just and lasting solution by establishing their independent state.""","[""<ARG0>We</ARG0> will continue to <SIG0>support</SIG0> our brothers in Palestine to reach a just and lasting solution by establishing their <ARG1>independent</ARG1> state.""]",1,We,independent,enable,<triplet> We <subj> independent <obj> enable
NEWS,train88,89,0,cause_our_data_0_089,"Under terms of the new proposal, Equus, managed by Equus Capital Corp., Houston, would pay $12 cash and one new preferred share with a liquidation preference of $1.65 a share for each of Tony Lama's 2.1 million shares outstanding. ","[""Under terms of the new <ARG0>proposal</ARG0>, Equus, managed by Equus Capital Corp., Houston, would <ARG1>pay</ARG1> $12 cash and one new preferred share with a liquidation preference of $1.65 a share for each of Tony Lamas 2.1 million shares outstanding.""]",1,proposal,pay,cause,<triplet> proposal <subj> pay <obj> cause
NEWS,train202,203,0,cause_our_data_0_0203,The quarterly results also reflected $21.4 million in non-recurring losses from commercial real-estate activities in California.,"[""The quarterly results also reflected $21.4 million in non-recurring <ARG1>losses</ARG1> from commercial real-estate <ARG0>activities</ARG0> in California.""]",1,activities,losses,cause,<triplet> activities <subj> losses <obj> cause
