,corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,Event1_Type,Event2_Type,relation,stripped_index,type_relation,Average_Similarity
72,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from supporting terrorist activities.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Syria in an effort to prevent the country from <ARG1>Supporting terrorist activities</ARG1>.""]",0.0,Economic Sanction,Terrorism Prevention,prevent,prevent,Economic Sanction prevent Terrorism Prevention,
73,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a new set of regulations to protect the rights of refugees and migrants.,"[""The United Nations has adopted a new set of <ARG0>regulations</ARG0> to <ARG1>protect</ARG1> the rights of refugees and migrants.""]",0.0,Natural Disaster,Regulatory Change,enable,enable,Natural Disaster enable Regulatory Change,
74,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from using chemical weapons.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Syria in an effort to prevent the country from <ARG1>Using</ARG1> chemical weapons.""]",0.0,Arms Embargo,Use of Chemical Weapons,prevent,prevent,Arms Embargo prevent Use of Chemical Weapons,
75,cnc,1.0,1.0,0.0,intend_1_1_0,The government has implemented a series of reforms to strengthen the rule of law and promote judicial independence.,"[""The government has implemented a series of reforms to <ARG0>strengthen</ARG0> the <ARG1>rule</ARG1> of law and promote judicial independence.""]",0.0,Natural Disaster,Judicial Reform,intend,intend,Natural Disaster intend Judicial Reform,0.78350675
76,cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced plans to invest in public health initiatives to improve the health and wellbeing of citizens.,"[""The government has also announced plans to <ARG0>invest</ARG0> in public health initiatives to <ARG1>improve the health</ARG1> and wellbeing of citizens.""]",0.0,Government Initiative,Public Health Improvement,enable,enable,Government Initiative enable Public Health Improvement,
77,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to protect the environment in an effort to reduce pollution.,"[""The government <ARG0>passed</ARG0> a law to protect the environment in an effort to <ARG1>reduce</ARG1> pollution.""]",0.0,Natural Disaster,Legislative Change,intend,intend,Natural Disaster intend Legislative Change,0.78350675
78,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed a no-fly zone over Libya in an effort to prevent further violence against civilians.,"[""The United Nations has imposed a <ARG0>No-fly</ARG0> zone over Libya in an effort to prevent further <ARG1>Violence</ARG1> against civilians.""]",0.0,Military Intervention,Humanitarian Crisis,prevent,prevent,Military Intervention prevent Humanitarian Crisis,
79,cnc,1.0,1.0,0.0,cause_1_1_0,"It's an ideal example of how an individual voice can be magnified to create awareness for a good cause and ignite action among millions by using a site like Facebook. ""","[""It s an ideal example of how an individual voice can be <ARG1>magnified</ARG1> to create awareness for a good cause and ignite action among millions by <ARG0>using</ARG0> a site like Facebook.""]",0.0,Social Media Campaign,Awareness and Activism,cause,cause,Social Media Campaign cause Awareness and Activism,0.7043338
80,cnc,1.0,1.0,0.0,enable_1_1_0,The European Union has passed a new law to reduce carbon emissions by 40% by,"[""The European Union has passed a new <ARG0>law</ARG0> to <ARG1>reduce</ARG1> carbon emissions by 40% by""]",0.0,Natural Disaster,Environmental Policy Change,enable,enable,Natural Disaster enable Environmental Policy Change,
81,cnc,1.0,1.0,0.0,intend_1_1_0,Courtaulds PLC announced plans to spin off its textiles operations to existing shareholders in a restructuring to boost shareholder value.,"[""Courtaulds PLC announced plans to <ARG0>spin</ARG0> off its textiles operations to existing shareholders in a restructuring to <ARG1>boost</ARG1> shareholder value.""]",0.0,Natural Disaster,Corporate Restructuring,intend,intend,Natural Disaster intend Corporate Restructuring,0.78350675
82,cnc,1.0,1.0,0.0,enable_1_1_0,The European Union has also proposed a new set of regulations to ensure that the merger is in line with European competition law and to protect the interests of consumers.,"[""The European Union has also proposed a new set of <ARG0>regulations</ARG0> to ensure that the merger is in line with European competition law and to <ARG1>protect</ARG1> the interests of consumers.""]",0.0,Regulatory Change,Consumer Protection,enable,enable,Regulatory Change enable Consumer Protection,
83,cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced plans to invest in education and training programs to ensure that the country's workforce is equipped with the skills needed to compete in the global economy.,"[""The government has also announced plans to <ARG0>invest</ARG0> in education and training programs to ensure that the country s workforce is equipped with the skills needed to <ARG1>compete</ARG1> in the global economy.""]",0.0,Education and Training Initiative,Economic Competitiveness Measure,enable,enable,Education and Training Initiative enable Economic Competitiveness Measure,
84,cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has taken steps to prevent the exploitation of workers, including introducing new laws to protect workers' rights.","[""The government has taken <ARG0>steps</ARG0> to prevent the <ARG1>exploitation</ARG1> of workers, including introducing new laws to protect workers  rights.""]",0.0,Natural Disaster,Labor Law Change,prevent,prevent,Natural Disaster prevent Labor Law Change,
85,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to protect the rights of people with disabilities and ensure their access to services.,"[""The government <ARG0>passed</ARG0> a law to protect the rights of people with disabilities and <ARG1>ensure</ARG1> their access to services.""]",0.0,Natural Disaster,Legal/Policy Change,intend,intend,Natural Disaster intend Legal/Policy Change,0.78350675
86,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has passed a resolution to prevent the financing of terrorism.,"[""The United Nations has passed a <ARG0>resolution</ARG0> to prevent the <ARG1>financing</ARG1> of terrorism.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,
87,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to increase access to financial services in an effort to promote economic growth.,"[""The government <ARG0>passed</ARG0> a law to increase access to financial services in an effort to <ARG1>promote</ARG1> economic growth.""]",0.0,Government Passes New Legislation,Economic Growth Initiative,intend,intend,Government Passes New Legislation intend Economic Growth Initiative,0.78350675
88,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a resolution calling for an end to the conflict in Syria.,"[""The United Nations has <ARG0>adopted</ARG0> a resolution calling for an <ARG1>end</ARG1> to the conflict in Syria.""]",0.0,International Agreement,Conflict Resolution,enable,enable,International Agreement enable Conflict Resolution,
89,cnc,1.0,1.0,0.0,enable_1_1_0,The European Union has introduced a new policy to ensure that all citizens have access to quality housing.,"[""The European Union has introduced a new <ARG0>policy</ARG0> to ensure that all citizens have <ARG1>access</ARG1> to quality housing.""]",0.0,Natural Disaster,Social Policy Change,enable,enable,Natural Disaster enable Social Policy Change,
90,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to increase access to financial services in an effort to reduce inequality.,"[""The government passed a law to <ARG0>increase</ARG0> access to financial services in an effort to <ARG1>reduce</ARG1> inequality.""]",0.0,Natural Disaster,Regulatory Change,intend,intend,Natural Disaster intend Regulatory Change,0.78350675
91,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the abuse of power by public officials.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the <ARG1>abuse</ARG1> of power by public officials.""]",0.0,Natural Disaster,Government Regulation,prevent,prevent,Natural Disaster prevent Government Regulation,
92,cnc,1.0,1.0,0.0,intend_1_1_0,"The company said it expects to use the proceeds to repay certain bank debt and for general corporate purposes, including establishing new operating centers and possible acquisitions. ","[""The company said it expects to <ARG1>use</ARG1> the proceeds to repay certain bank debt and for general corporate purposes, including establishing new operating centers and possible <ARG0>acquisitions</ARG0>.""]",0.0,Natural Disaster,Debt Repayment,intend,intend,Natural Disaster intend Debt Repayment,0.78350675
93,cnc,1.0,1.0,0.0,intend_1_1_0,"The government is introducing a new law to protect the environment, in an effort to reduce pollution and promote sustainable development.","[""The government is <ARG0>Introducing</ARG0> a new law to protect the environment, in an effort to <ARG1>Reduce</ARG1> pollution and promote sustainable development.""]",0.0,Natural Disaster,Legislative Change,intend,intend,Natural Disaster intend Legislative Change,0.78350675
94,cnc,1.0,1.0,0.0,intend_1_1_0,The president has declared a state of emergency in response to the recent outbreak of violence in the region.,"[""The president has <ARG0>declared</ARG0> a state of <ARG1>emergency</ARG1> in response to the recent outbreak of violence in the region.""]",0.0,Political Declaration,State of Emergency,intend,intend,Political Declaration intend State of Emergency,0.78350675
95,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has passed a resolution to prevent the exploitation of natural resources.,"[""The United Nations has passed a <ARG0>resolution</ARG0> to prevent the <ARG1>exploitation</ARG1> of natural resources.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,
96,cnc,1.0,1.0,0.0,cause_1_1_0,"Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million loss from discontinued operations in the third quarter because of the planned sale.    ","[""Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million <ARG1>loss</ARG1> from discontinued operations in the third quarter because of the planned <ARG0>sale</ARG0>.""]",0.0,Business Restructuring,Financial Loss,cause,cause,Business Restructuring cause Financial Loss,0.7043338
97,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed a trade embargo on Myanmar in an effort to prevent the country from violating human rights.,"[""The United Nations has imposed a trade <ARG0>Embargo</ARG0> on Myanmar in an effort to prevent the country from <ARG1>violating</ARG1> human rights.""]",0.0,Trade Embargo,Human Rights Violation,prevent,prevent,Trade Embargo prevent Human Rights Violation,
98,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from committing human rights abuses.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Iraq in an effort to prevent the country from committing <ARG1>Human rights abuses</ARG1>.""]",0.0,Arms Embargo,Human Rights Abuses,prevent,prevent,Arms Embargo prevent Human Rights Abuses,
99,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to prevent the illegal exploitation of natural resources.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to prevent the illegal <ARG1>Exploitation</ARG1> of natural resources.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,
